city,county,Employees,zipcode,overall_risk,overall_points,general_fund_reserves_ratio,debt_burden_ratio,liquidity_ratio,revenue_trends_ratio,pension_obligations_ratio,pension_funding_ratio,pension_costs_ratio,future_pension_costs_ratio,opeb_obligations_ratio,opeb_funding_ratio,population,unemployment_rate,general_fund_cash_and_investments,general_fund_liabilities,primary_government_long_term_obligations_excluding_retirement_obligations,government_wide_revenue,change_gf_unrestricted_fund_balances,gf_unrestricted_fund_balances,gf_expenditures_transfers_out,gf_unrestricted_fb_py_py,gf_unrestricted_fb_py,gf_unrestricted_fb_cy,gf_rev_py_py,gf_rev_py,gf_rev_cy,net_pension_liability_or_asset,pension_related_debt,pension_assets,accrued_pension_liabilities,actuarially_determined_pension_contributions,projected_pension_contribution,net_opeb_liability_or_asset,county_voter_reg_08,county_college_2008_12,county_avg_unemployed_05_09,county_per_cap_gdp_08,county_pop_08,county_per_cap_income_08,county_per_cap_1099_income_08,county_n_jobs_08,county_avg_wage_08,county_med_age_08,county_med_age_m_08,county_med_age_f_08,county_prop_m_08,county_prop_f_08
Tulelake,Siskiyou,20,96134,Moderate,60.39,-0.05,0.03,0.3,0.58,-0.27,1.35,0.01,0.03,NA,NA,982,NA,119835,400760,57601,2090529,-1.25,-70806,1393971,57844,51249,-70806,454383,703228,1132671,-564060,0,2406360,1778414,27808,53289.02,NA,0.784702383,0.231,0.1008,32.44723091,44780,31784,6697,22084,32841,47,45.7,48.2,0.498775056,0.501224944
Turlock,Stanislaus,688,95380,Moderate,54.64,0.29,1.12,2.49,0.05,0.8,0.72,0.07,0.13,0.18,0,73396,0.049,10416209,4181800,109594646,97923910,0.05,11482271,39891384,10619413,12778576,11482271,33180595,35060708,36092340,77997520,0,196414551,274384933,7121563,12483482.67,17405817,0.712596181,0.163,0.1042,35.30845605,509032,31117,4392,223665,39473,32.9,31.7,34.1,0.494678814,0.505321186
Tustin,Orange,445,92780,Low,87.31,1.3,0.39,13.71,0.45,0.49,0.76,0.04,0.08,0.11,0.07,79578,0.029,163622388,11930789,50447957,130559373,0.21,116332458,89366126,79667061,102517562,116332458,60084555,122555975,103603764,63370958,0,200790314,265567352,5454050,10154920.06,13892607,0.864068425,0.366,0.0504,65.05009547,2957593,49785,10940,1998599,52932,36.2,34.9,37.5,0.494573176,0.505426824
Twentynine Palms,San Bernardino,70,92277,Low,93.48,0.77,0.04,23.84,0.07,0.27,1.02,0.03,0.02,0.24,0.33,26371,0.054,9121275,382549,493597,12805908,-0.08,9190062,11882166,10830067,11305480,9190062,8421366,9336931,9637513,3474126,0,15081118,14830585,331853,305496.04,3040777,0.674809046,0.186,0.0736,34.97512396,2003735,29988,4061,885185,41008,31.7,30.6,32.8,0.497003749,0.502996251
Ukiah,Mendocino,367,95482,High,41.14,-0.06,1.6,1.01,0.14,0.82,0.67,0.08,0.11,NA,NA,16151,0.051,8219217,8137672,97552513,60836218,-0.71,-1623326,26896470,4301658,4190368,-1623326,15324679,16440398,19767086,49598242,0,101396549,151109594,4704726,6961870.75,NA,0.814389621,0.214,0.0674,35.23985915,87468,34608,7965,47931,34716,41.5,40,43.3,0.500711513,0.499288487
Union City,Alameda,554,94587,Moderate,63.36,0.37,0.58,3.45,0.06,1.02,0.77,0.07,0.13,0.09,0.57,74560,0.031,24259219,7037036,56318473,96634804,0.03,21357353,58413500,20346007,18372926,21357353,54556493,55211693,60673783,80953906,17900653,260064981,338256279,6804690,12975846.46,8290593,0.813018889,0.411,0.0622,62.71487157,1477208,48524,8583,903624,60165,36.6,35.6,37.5,0.490357691,0.509642309
Upland,San Bernardino,319,91785,Moderate,59.11,0.36,0.38,3.22,-0.09,1.07,0.67,0.07,0.13,0.14,0.07,76833,0.034,15062535,4682039,40102459,104259191,-0.01,14149500,39825075,14478664,15254150,14149500,46699932,47807887,38692665,112039675,0,230608713,342318865,7613789,13118721.43,14423344,0.674809046,0.186,0.0736,34.97512396,2003735,29988,4061,885185,41008,31.7,30.6,32.8,0.497003749,0.502996251
Vacaville,Solano,986,95688,Moderate,61.05,0.43,0.8,3.93,0.07,1.05,0.63,0.09,0.13,0.38,0.22,99949,0.034,38363673,9767113,173359497,217594855,0.2,39034724,90550483,27440312,31095826,39034724,82138804,83790483,93550412,227968374,0,396887615,625129077,19155838,27764236.71,82797349,0.695694573,0.242,0.0662,45.98817523,408972,38030,6022,178995,46543,36.9,35.6,38.2,0.498845998,0.501154002
Vallejo,Solano,620,94590,Moderate,50.98,0.24,0.56,4.4,0.05,1.52,0.62,0.11,0.18,0.14,0.4,121677,0.045,23168718,5268927,111454446,197447945,0.06,25450613,106486794,23283584,27908348,25450613,95870345,103006721,105773543,300485614,0,481859555,777159389,21432797,36458438.67,26920000,0.695694573,0.242,0.0662,45.98817523,408972,38030,6022,178995,46543,36.9,35.6,38.2,0.498845998,0.501154002
Ventura,Ventura,1133,93001,Moderate,57.12,0.26,0.77,1.57,0.08,1,0.68,0.08,0.14,NA,NA,110731,0.033,40437161,25776008,166421367,215590564,0,30919507,116721142,30958001,33270866,30919507,98738415,102661785,114429913,215120527,0,462410909,681037076,16350449,29626569.64,NA,0.813841698,0.312,0.0604,62.91647579,806353,45937,8871,441320,48206,36.2,34.8,37.7,0.496732733,0.503267267
Vernon,Los Angeles,300,90058,Moderate,42.44,-0.14,1.29,0.69,0.06,0.4,0.73,0.03,0.07,0.13,0.03,111,0.02,12058479,17579116,349192817,271029801,0.21,-7345582,54270305,-12520060,-12780851,-7345582,40955701,42114254,46043000,109673939,0,312314866,425813419,9105799,18121342.53,36298584,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
Victorville,San Bernardino,473,92392,Moderate,46.5,0.11,1.95,1.34,0.05,0.29,0.75,0.01,0.04,0.18,0,121952,0.058,4165936,3099515,385589907,197880710,0.15,6178917,58671163,4701970,5181352,6178917,55351002,55697595,59877595,57973779,0,171208335,229045972,2911168,8707484.29,34807610,0.674809046,0.186,0.0736,34.97512396,2003735,29988,4061,885185,41008,31.7,30.6,32.8,0.497003749,0.502996251
Villa Park,Orange,17,92861,Low,90.18,1.28,0.01,10.73,0.04,0.24,0.77,0.02,0.04,0.06,0,5823,0.032,3754386,349977,67929,4567131,0.13,4000530,3137554,3160790,3645303,4000530,3252942,3297866,3518130,1096597,0,3612287,4696619,75632,170658.99,279039,0.864068425,0.366,0.0504,65.05009547,2957593,49785,10940,1998599,52932,36.2,34.9,37.5,0.494573176,0.505426824
Visalia,Tulare,974,93291,Low,86.22,0.82,0.61,10.43,0.03,0.59,0.73,0.06,0.09,NA,NA,133428,0.051,33751560,3237044,134095998,219061678,0.05,57115356,69661390,51585004,51273940,57115356,70088303,71933799,73018176,130097028,0,334269671,460302560,13155988,20335222.64,0,0.604518561,0.133,0.1066,31.18263477,429283,28708,3686,188438,33537,29.6,28.8,30.5,0.500797188,0.499202812
Vista,San Diego,827,92084,Low,83.27,0.84,1.11,7.01,0.03,0.52,0.75,0.05,0.08,NA,NA,100784,0.036,72291954,10313635,139239057,125828621,-0.02,61525389,72980739,62939898,60694342,61525389,77580111,77633493,81453030,65514184,0,188061798,252061292,6113463,9943999.45,NA,0.725171467,0.344,0.0574,59.13658278,3022116,44860,9670,1882625,50388,34.6,33.2,36.1,0.501945684,0.498054316
Walnut,Los Angeles,144,91788,Low,87.67,2.12,0.02,23.19,-0.02,0.36,0.76,0.03,0.06,0.07,0,29910,0.035,28727801,1238771,432653,18857103,0.39,28553614,13477411,16001677,16345986,28553614,13181812,13062554,12778121,6798916,0,21349341,28005223,570892,1130070.56,1401197,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
Walnut Creek,Contra Costa,871,94596,Low,80.64,0.65,0.1,6.55,0.02,0.91,0.72,0.08,0.13,NA,NA,69843,0.029,59153841,9027829,12065644,125097698,0.19,59485896,91813133,41881655,50344813,59485896,87921000,87470958,91441170,114204684,0,283167801,395346330,9789464,16435038.23,NA,0.753994931,0.386,0.0606,90.00304785,1023344,58611,12481,496937,58042,38.5,37.1,39.7,0.487620409,0.512379591
Wasco,Kern,81,93280,Low,96.13,1.15,0.03,2.37,0.28,0.3,0.75,0.04,0.04,NA,NA,27915,0.14,13028892,5489908,846059,24518621,0.48,8219705,7174958,3837518,4994201,8219705,5502912,6249562,8865880,7307478,0,20758322,27547553,970749,1061606.27,NA,0.657543308,0.149,0.097,52.20654335,818327,29257,3963,364533,41733,30.7,30.1,31.3,0.515831359,0.484168641
Waterford,Stanislaus,26,95386,Moderate,69.73,0.35,1.1,2.96,0.02,0.19,0.8,0.02,0.04,NA,NA,8936,0.083,1237260,418200,7934433,7223763,-0.04,1563232,4417345,1709870,1869712,1563232,2629952,2579659,2727652,1398481,0,5576214,6943619,154072,290871.08,NA,0.712596181,0.163,0.1042,35.30845605,509032,31117,4392,223665,39473,32.9,31.7,34.1,0.494678814,0.505321186
Watsonville,Santa Cruz,663,95076,Moderate,60.62,0.25,0.14,1.55,0.07,0.76,0.74,0.06,0.12,0.03,0,53875,0.106,13935574,8991900,14571740,103351085,0.57,10342162,41063170,4228038,6057149,10342162,36353919,37966657,41366430,78238703,0,216558258,293852606,6463126,12281542.71,3333238,0.82952112,0.375,0.0732,42.67013878,256520,46909,11645,142699,42775,36.9,35.6,38.1,0.498940476,0.501059524
Weed,Siskiyou,53,96094,Moderate,56.67,0.26,0.12,0,0.07,0.42,0.77,0.04,0.08,0.12,0,2695,0.086,0,240927,728685,6236761,-0.01,927689,3597158,988423,753486,927689,2512542,2689271,2840801,2621423,0,8825642,11418562,233055,494900.97,766191,0.784702383,0.231,0.1008,32.44723091,44780,31784,6697,22084,32841,47,45.7,48.2,0.498775056,0.501224944
West Covina,Los Angeles,484,91790,Moderate,43.91,0.18,0.72,2.8,0.08,2.02,0.66,0.05,0.25,0.65,0,105964,0.045,8595749,3066944,66526174,91851421,-0.1,12299853,66563828,15032610,14119078,12299853,58133330,64371528,67196492,185149727,0,358686730,545547525,5030229,23292408.76,59914016,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
West Hollywood,Los Angeles,347,90069,Low,84.41,1.36,1.01,6.36,0.04,0.38,0.73,0.04,0.07,0.01,0.72,36687,0.052,145745897,22913771,125083835,124067977,0.05,129604935,95556556,118260451,123905502,129604935,94781381,102277601,101265306,47125622,0,124500627,170996844,4925060,8095369.42,1728800,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
West Sacramento,Yolo,714,95691,Low,74.95,0.53,0.69,6,0.07,0.55,0.73,0.05,0.09,0.09,0.56,53601,0.041,37335093,6226183,105261699,152658113,0.16,37902589,71182326,29039830,37943891,37902589,58607519,58353382,65920297,80261032,3417400,210898517,290105637,7178418,13034698.55,13758105,0.81366065,0.38,0.0706,56.2183978,197154,39974,7269,124492,46187,30.4,29.8,31.1,0.487605116,0.512394884
Westlake Village,Los Angeles,27,91361,Low,85.69,1.4,1.03,12.1,0.02,0.13,0.78,0.02,0.03,0.04,0.47,8327,0.024,21683088,1791391,16943870,16478531,0.01,22941084,16421923,23079000,25291647,22941084,13541449,13198566,14071360,2188261,0,7712283,9851294,250897,431026.75,684000,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
Westminster,Orange,388,92683,Moderate,55.26,0.37,0.2,2.79,0.11,1.34,0.71,0.09,0.18,0.78,0,90742,0.034,27193228,9753830,17646275,86427550,0.03,23603633,63656548,22473917,20798853,23603633,49414137,51177537,60480141,115878014,0,272477700,385664324,7642502,15183796.08,67111289,0.864068425,0.366,0.0504,65.05009547,2957593,49785,10940,1998599,52932,36.2,34.9,37.5,0.494573176,0.505426824
Wheatland,Yuba,41,95692,Low,82.84,0.66,1.34,4.94,0.09,NA,NA,NA,NA,NA,NA,3869,0.072,1385252,280132,6183255,4615524,0.02,1517874,2293981,1469994,1468203,1517874,1882980,1840214,2191752,NA,NA,NA,NA,NA,NA,NA,0.655474581,0.136,0.113,34.93014086,71773,30642,4017,27011,43891,32.1,31.4,32.8,0.50380431,0.49619569
Whittier,Los Angeles,758,90602,Moderate,64.51,0.61,0.45,8.42,0.01,1.32,0.68,0.1,0.19,0.11,0,85791,0.045,39565506,4698341,43701335,97762383,0.03,38032386,62805654,35632017,36851466,38032386,61793150,59705192,61796712,129502467,0,275446950,405761575,9474460,18134970.07,10568000,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
Wildomar,Riverside,22,92595,Moderate,62.65,0.14,0.01,0.86,0.11,0.01,0.9,0.01,0.01,0.02,0,37086,0.04,2817914,3287194,115171,19136164,0.35,1552339,11423222,946503,869757,1552339,9684185,9537151,11743494,176110,0,1533532,1694987,115449,132820.05,298717,0.651968505,0.205,0.077,30.31279435,2109712,31693,5525,862701,39323,33.7,32.7,34.6,0.497604859,0.502395141
Williams,Colusa,41,95987,Low,80.98,0.74,1.45,5.12,0.05,0.3,0.79,0.06,0.07,NA,NA,5242,0.087,2580508,504156,11246063,7729910,0.14,2814411,3819172,2219679,2795742,2814411,3507469,3942241,3817841,2347830,0,8950946,11289673,426409,541646.79,NA,0.660342512,0.135,0.1374,58.87517744,21134,38298,5241,10687,34759,33.5,32.5,34.6,0.514122975,0.485877025
Willits,Mendocino,81,95490,Moderate,68.25,0.61,1.89,11.71,0.11,0.72,0.7,0.06,0.09,NA,NA,4925,0.029,2251377,192239,23886684,12671337,0.1,2961893,4839000,2467633,2544252,2961893,4363752,4350769,5243688,9154065,0,21183142,30106170,808718,1138660.31,NA,0.814389621,0.214,0.0674,35.23985915,87468,34608,7965,47931,34716,41.5,40,43.3,0.500711513,0.499288487
Willows,Glenn,91,95988,Moderate,50.6,0.28,0.96,6.76,0.04,1.25,0.7,0.1,0.13,0.02,0,6004,0.08,891457,131877,6037941,6320148,-0.02,1106063,3886959,1141806,1111177,1106063,3570619,3767661,3804611,7924460,0,17785629,25578135,615648,826374.78,120477,0.707024135,0.154,0.1006,37.95106892,28019,30006,4650,11795,34368,35.3,34.4,36.2,0.504622715,0.495377285
Windsor,Sonoma,225,95492,Low,76.14,0.47,0.31,4.51,0.09,0.25,0.79,0.03,0.05,0.02,0,27769,0.027,9950567,2206095,12065471,38343126,0,8832690,18738173,9744655,6765268,8832690,15996115,17046996,18698415,9533283,0,35791559,45131667,1043099,1991703.12,890000,0.745782988,0.321,0.0566,47.03317121,473091,43430,10169,276221,45078,39.9,38,41.6,0.491656988,0.508343012
Winters,Yolo,115,95694,Moderate,55.24,0.17,0.48,0.68,0.07,0.33,0.77,0.04,0.06,0.09,0,7277,0.046,629820,931087,7357868,15416097,-0.22,912045,5431936,1513508,1015384,912045,4583952,4636949,5218459,5105683,0,17104629,22075590,633001,969611.29,1348661,0.81366065,0.38,0.0706,56.2183978,197154,39974,7269,124492,46187,30.4,29.8,31.1,0.487605116,0.512394884
Woodlake,Tulare,43,93286,Moderate,52.13,0.14,1.88,1.56,-0.05,0.27,0.76,0.03,0.05,NA,NA,7621,0.088,579066,370323,18867221,10043005,0.03,581221,4116428,604440,818579,581221,3503074,2965512,3114412,2731674,0,8204956,10861138,325002,467098.29,NA,0.604518561,0.133,0.1066,31.18263477,429283,28708,3686,188438,33537,29.6,28.8,30.5,0.500797188,0.499202812
Woodland,Yolo,551,95695,Moderate,44.69,0.26,2.49,2.23,0.03,0.82,0.67,0.06,0.12,0.42,0.07,60474,0.054,14150032,6349086,287469584,115409387,-0.04,14066333,53268034,15544252,16867777,14066333,48063880,48889316,50354344,94573331,0,188614795,281454713,7140791,13496374.04,47935932,0.81366065,0.38,0.0706,56.2183978,197154,39974,7269,124492,46187,30.4,29.8,31.1,0.487605116,0.512394884
Woodside,San Mateo,32,94062,Low,90.25,1.04,0.03,9.33,0.04,0.34,0.74,0.04,0.06,0.09,0.41,5504,NA,8546724,915680,321116,10846963,0.05,7902062,7598435,7452108,6493113,7902062,8099045,7410897,8538260,3641516,0,10240910,13796499,390376,639366.43,1019088,0.812809978,0.439,0.0504,83.74426637,703830,74932,21933,468661,72876,39.3,37.9,40.5,0.491568666,0.508431334
Yorba Linda,Orange,243,92886,Low,76.94,0.57,0.03,7.45,0.05,0.33,0.71,0.03,0.05,0.41,0.01,67589,0.028,21960984,2947969,2154814,66668505,-0.07,25690298,45013643,30648570,33075555,25690298,33560138,35402767,37070898,21790493,0,52349036,73528229,1959705,3162489.86,27087094,0.864068425,0.366,0.0504,65.05009547,2957593,49785,10940,1998599,52932,36.2,34.9,37.5,0.494573176,0.505426824
Yountville,Napa,87,94599,Low,82.89,0.66,0.85,10.01,0.05,0.23,0.75,0.03,0.04,0.11,0.62,2982,0.036,7475564,746537,14588425,17115025,0.14,7948251,12103995,6216121,7900622,7948251,11249946,11913660,12227339,4009560,0,11580575,15431434,524489,736837.22,1943479,0.779035315,0.312,0.0522,60.9191233,134093,47613,12170,91679,46528,39.7,38.2,41,0.49939187,0.50060813
Yreka,Siskiyou,126,96097,Low,81.4,0.89,0.85,12.98,0.12,0.54,0.75,0.04,0.09,0.09,0,7523,0.071,7032319,541625,13274976,15635924,0.02,7131190,7990296,6984811,7590953,7131190,5693857,5702946,7088678,8383181,0,25489630,33858672,661767,1356976.86,1358712,0.784702383,0.231,0.1008,32.44723091,44780,31784,6697,22084,32841,47,45.7,48.2,0.498775056,0.501224944
Yuba City,Sutter,501,95993,Moderate,55.32,0.18,0.87,1.95,0.14,0.76,0.74,0.06,0.11,0.03,0.07,66695,0.077,4089819,2095840,86110456,99426403,0.08,7721261,42529009,6598182,7190552,7721261,33061726,40416445,42628570,75829459,0,199549026,270027390,5816744,10911740.61,3189000,0.690717713,0.184,0.1152,37.36422141,93855,34285,5294,38431,35668,34.5,33.2,35.9,0.49612084,0.50387916
Yucaipa,San Bernardino,252,92399,Low,90.99,0.87,0.01,7.37,0.03,0.12,0.79,0.01,0.02,0.04,0,53557,0.035,12595756,1710070,321122,41014861,-0.19,17049811,19669594,30298534,15341115,17049811,18750345,19590583,19846486,4904437,0,17956452,22616890,502982,946764.62,1632430,0.674809046,0.186,0.0736,34.97512396,2003735,29988,4061,885185,41008,31.7,30.6,32.8,0.497003749,0.502996251
Yucca Valley,San Bernardino,87,92284,Low,88.73,0.69,0.01,15.86,0.14,0.23,0.76,0.02,0.04,0.03,0.35,21691,0.057,7985667,503575,201749,20604260,0.08,8518769,12362143,7457106,7274659,8518769,10488730,10566445,13353417,4725488,0,14777377,19408799,431923,792510.44,523663,0.674809046,0.186,0.0736,34.97512396,2003735,29988,4061,885185,41008,31.7,30.6,32.8,0.497003749,0.502996251
